#Do not add/remove/switch place of any lines or columns!;;;;;;;;;;;;
#_POLICY_DEMOCRATIC_;1 – Authoritarian;2;3;4;5;6;7;8;9;10 - Democratic;x;
CAN_ALLY_WHILE_AT_PEACE;0;0;0;0;0;0;0;0;0;0;x;
CAN_ADD_CLAIMS_TO_NEUTRALS;1;1;1;1;1;1;1;1;1;1;x;
CAN_DEMAND_CLAIMS;1;1;1;1;1;1;1;1;1;1;x;
CAN_BREAK_NAP;1;1;1;1;1;1;1;1;1;1;x;
CAN_GUARANTEE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_ORG;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_GEARING_BONUS;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_CG_DEMAND;0;6.00;5.50;5.00;4.50;4.00;3.50;3.00;2.50;1.00;x;
MODIFIER_DISSENT_SPEED;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TECH_TEAM_SALARIES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESEARCH_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PARTISAN_RISK;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;x;
MODIFIER_DOW_DISSENT_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TOTAL_IC;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_CG_TO_MONEY;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESOURCE_PROD;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_NATIONAL_DISSENT;0.20;0.20;0.20;0.20;0.20;0.20;0.20;0.20;0.20;0.20;x;
MODIFIER_OCCUPIED_DISSENT;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_COUNTER_INTEL - used for units detection;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_EXPERIENCE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_GROWTH;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DIPLO_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_MAINTENANCE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_REL_NORMALIZATION: applied each 6th day;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_STOCKPILES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_USE_BELLIGERENCE_FOR_DOW;1;1;1;1;1;1;1;1;1;1;x;
MODIFIER_BELLIGERENCE_DOW;100;100;100;100;100;100;100;100;100;100;x;
MODIFIER_RELATIONSHIPS_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_COUNTERINTELLIGENCE - added to home intell;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTELLIGENCE - used as extra spy level in distance calcs;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DISSENT_ON_RELEASE;0;0;0;0;0;0;0;0;0;0;x;
MANUAL_OR_ BY_INFLUENCE _MOVES;0;(-1 – disable just manual slider moves, 0 – no slider moves are possible except by events, 1 – manual slider moves are allowed too, 2 – moves by Influence are allowed too)  ;;;;;;;;;x;
#;;;;;;;;;;;x;
#_POLICY_POLITICAL_LEFT_;1 - Political Right;2;3;4;5;6;7;8;9;10 - Political Left;x;
CAN_ALLY_WHILE_AT_PEACE;0;0;0;0;0;0;0;0;0;0;x;
CAN_ADD_CLAIMS_TO_NEUTRALS;0;0;0;0;0;0;0;0;0;0;x;
CAN_DEMAND_CLAIMS;0;0;0;0;0;0;0;0;0;0;x;
CAN_BREAK_NAP;0;0;0;0;0;0;0;0;0;0;x;
CAN_GUARANTEE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_ORG;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_GEARING_BONUS;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_CG_DEMAND;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DISSENT_SPEED;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TECH_TEAM_SALARIES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESEARCH_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PARTISAN_RISK;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DOW_DISSENT_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TOTAL_IC;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_CG_TO_MONEY;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESOURCE_PROD;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_NATIONAL_DISSENT;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_OCCUPIED_DISSENT;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_COUNTER_INTEL - used for units detection;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_EXPERIENCE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_GROWTH;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DIPLO_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_MAINTENANCE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_REL_NORMALIZATION: applied each 6th day;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_STOCKPILES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_USE_BELLIGERENCE_FOR_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_BELLIGERENCE_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RELATIONSHIPS_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_COUNTERINTELLIGENCE - added to home intell;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTELLIGENCE - used as extra spy level in distance calcs;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DISSENT_ON_RELEASE;0;0;0;0;0;0;0;0;0;0;x;
MANUAL_OR_ BY_INFLUENCE _MOVES;2;(-1 – disable just manual slider moves, 0 – no slider moves are possible except by events, 1 – manual slider moves are allowed too, 2 – moves by Influence are allowed too)  ;;;;;;;;;x;
#;;;;;;;;;;;x;
#_POLICY_FREEDOM_;1 - Developing;2;3;4;5;6;7;8;9;10 - Developed;x;
CAN_ALLY_WHILE_AT_PEACE;0;0;0;0;0;0;0;0;0;0;x;
CAN_ADD_CLAIMS_TO_NEUTRALS;0;0;0;0;0;0;0;0;0;0;x;
CAN_DEMAND_CLAIMS;0;0;0;0;0;0;0;0;0;0;x;
CAN_BREAK_NAP;0;0;0;0;0;0;0;0;0;0;x;
CAN_GUARANTEE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_ORG;-0.72;-0.64;-0.56;-0.48;-0.40;-0.32;-0.24;-0.16;-0.08;0;x;
MODIFIER_GEARING_BONUS;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_CG_DEMAND;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DISSENT_SPEED;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_COST;1.8;1.6;1.4;1.2;1.0;0.8;0.6;0.4;0.2;0;x;
MODIFIER_UPGRADE_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TECH_TEAM_SALARIES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESEARCH_TIME;0.9;0.8;0.7;0.6;0.5;0.4;0.3;0.2;0.1;0;x;
MODIFIER_PARTISAN_RISK;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DOW_DISSENT_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TOTAL_IC;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_CG_TO_MONEY;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESOURCE_PROD;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_COST;1.35;1.08;0.84;0.63;0.45;0.30;0.18;0.9;0.3;0;x;
MODIFIER_NATIONAL_DISSENT;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_OCCUPIED_DISSENT;0;0;0;0;0;0;0;0;0;0;x;
